token,pred,true
statement,7,0
kroons,7,0
November,5,0
0-1,7,0
C.,0,1
Hooper,1,2
7,7,0
Espanyol,3,3
Bre-X,3,3
Indonesian,5,7
government,4,0
Busang,5,5
Radio,3,3
Romania,6,4
news,7,0
Havel,1,1
Monday,5,0
malignant,7,0
tumour,8,0
his,1,0
lung,5,0
LA,5,3
CLIPPERS,4,4
NAC,7,3
Breda,6,4
PORTLAND,5,3
Australian,5,7
hitman,2,0
man,1,0
Friday,5,0
Basis,3,0
Delivered,4,0
NY,5,3
RANGERS,4,4
Sun,1,1
Jun,2,2
China,5,5
Rashid,1,1
Sidek,2,2
Malaysia,5,5
said,1,0
Christopher,2,1
Granville,0,2
economist,3,0
at,4,0
United,4,3
City,0,4
Bank,5,4
Moscow,0,5
AMARILLO,5,5
1996-12-06,8,0
CENTRAL,3,0
DIVISION,4,0
brother,1,0
me,1,0
Moustapha,1,1
Niasse,2,2
student,1,0
protesters,2,0
Shwe,5,5
Dagon,6,6
Rangoon,5,5
of,5,0
Kinshasa,0,5
Zairean,0,7
who,5,0
Zaire,0,5
GLASGOW,5,5
1996-12-07,8,0
SEATTLE,5,3
CANBERRA,5,5
1996-12-06,8,0
terrorism,7,0
I,1,0
my,1,0
life,1,0
that,1,0
my,1,0
",",1,0
he,3,0
TASR,0,3
WASHINGTON,5,3
"""",7,0
spokesman,1,0
Laurie,2,1
Brereton,0,2
AC,3,3
Milan,6,4
Udinese,3,3
Hilde,1,1
Gerg,2,2
Germany,5,5
RTRS,3,3
Australian,5,7
John,1,1
Langmore,2,2
Katja,1,1
Seizinger,2,2
Germany,5,5
Russ,1,3
Berrie,2,4
July,5,0
Steers,1,0
heifers,1,0
Thursday,5,0
USDA,3,3
TAMPA,5,3
BAY,6,4
VAIL,5,5
Colorado,5,5
DETROIT,5,3
Mr,1,1
Yen,2,2
Sakakibara,1,1
BOJ,3,3
Matsushita,1,1
Rosati,1,1
between,5,0
Warsaw,0,5
the,5,0
Vatican,0,5
Supple,0,1
Singapore,5,5
Global,3,0
Depository,4,0
Receipt,7,0
NAIROBI,5,5
1996-12-06,8,0
Rafael,1,1
Alkorta,2,2
Albert,1,1
Real,3,3
Sociedad,4,4
NY,5,3
RANGERS,4,4
TORONTO,5,5
MADRID,5,5
1996-12-06,8,0
Pakistan,5,5
Madlen,1,1
Brigger-Summermatter,2,2
Switzerland,5,5
Reinhard,1,1
Schwarzenberger,2,2
Austria,5,5
LONDON,5,5
1996-12-06,8,0
STEPHENVILLE,5,5
Newfoundland,5,5
1996-12-06,8,0
I.,0,1
Healy,1,2
P.,1,1
Reiffel,2,2
S.,1,1
Warne,2,2
J.,1,1
Gillespie,2,2
ATLANTIC,5,5
DIVISION,8,0
Hibernian,3,3
Barnet,5,3
Wycombe,5,3
NEW,5,3
ORLEANS,6,4
Fortuna,3,3
Dusseldorf,6,4
Standings,7,0
men,1,0
EuroLeague,7,7
Charlton,1,1
Ireland,5,5
until,1,0
in,7,0
Group,3,0
C,4,0
LONDON,5,5
1996-12-07,8,0
SOCCER,7,0
BALKAN,5,5
FIRM,3,0
REAL,0,3
government,3,0
May,5,0
SOCCER,7,0
NORTHERN,5,5
IRELAND,6,6
PREMIER,3,0
DIVISION,4,0
RESULTS,7,0
STANDINGS,7,0
Saqr,1,1
Lahd,1,1
Israeli,5,7
to,5,0
Israel,0,5
against,5,0
Lebanon,0,5
Celta,3,3
Vigo,6,4
heroin,7,0
Belgian,5,7
prosecutor,1,0
office,3,0
spokesman,2,0
port,5,0
city,6,0
Antwerp,5,3
NEW,5,5
YORK,6,6
1996-12-06,7,0
Reuter,3,3
group,3,0
Radiometer,4,3
Wednesday,5,3
W,7,0
L,8,0
T,8,0
GF,8,0
GA,8,0
PTS,8,0
fidelity,7,0
Czech,5,5
President,1,0
Nelson,2,1
Mandela,2,2
African,3,3
National,4,4
Congress,4,4
ANC,0,3
rural,5,0
of,5,0
Izingolweni,0,5
KwaZulu-Natal,0,5
Winters,1,1
Dundee,5,3
United,4,4
Paolo,1,1
Di,2,2
Canio,2,2
Celtic,3,3
Marianne,1,1
Brechu,2,2
France,5,5
NHL,3,3
ICE,8,0
HOCKEY,8,0
CANUCKS,3,3
BURE,1,1
Canola,7,0
local,7,0
firms,4,0
west,5,0
Japan,6,5
east,5,0
Japan,6,5
he,1,0
Dirty,7,0
tanker,8,0
fixtures,8,0
enquiries,7,0
2317,7,0
GMT,8,7
Boutros-Ghali,1,1
Wednesday,5,0
Africans,7,7
Primoz,1,1
Peterka,2,2
Slovakia,5,5
7.,7,0
Czech,6,3
Republic,6,4
I,1,4
Jiri,1,1
Dzmura,2,2
Pavel,1,1
Polomsky,2,2
71,7,0
Indonesia,5,5
Chile,5,5
Mexico,5,5
Finance,7,3
Minister,2,0
Eduardo,2,1
Aninat,2,2
singles,7,0
Moscow,5,3
Newsroom,4,4
+7095,7,0
GOLDEN,7,3
STATE,6,4
PKK,3,3
Turkey,5,5
northern,5,0
Iraq,6,5
7.,7,0
Madlen,2,1
Brigger-Summermatter,2,2
Switzerland,5,5
Svetlana,1,1
Paramygina,2,2
Belorus,5,5
Hungary,5,5
Valencia,5,3
PT,3,3
Telekomunikasi,4,4
Indonesia,4,4
Telkom,3,3
London,5,5
Minna,1,1
Karhu,2,2
Finland,5,5
Bury,5,3
Vancouver,5,5
7,7,0
PHOENIX,5,3
SACRAMENTO,5,5
Sunderland,5,3
Melville,1,1
Wimbledon,5,5
Ekoku,1,1
",",1,0
Holdsworth,0,1
foreign,7,0
policy,8,0
trans-Atlantic,3,7
cooperation,8,0
between,5,0
Europe,0,5
the,5,0
US,0,5
"""",1,0
Foreign,2,0
Josef,3,1
Zieleniec,0,2
Reuters,0,3
government,3,0
demands,7,0
Rui,1,1
Barros,2,2
Porto,5,3
Jose,1,1
Barroso,2,2
Porto,5,3
",",1,0
Luis,2,1
Figo,0,2
(,5,0
Barcelona,0,3
),1,0
",",2,0
Paulo,0,1
Bento,5,2
Oviedo,5,3
Spain,1,5
),2,0
Jose,5,1
Taira,0,2
(,5,0
Salamanca,0,3
Spain,0,5
CENTRAL,3,0
DIVISION,4,0
R.,0,1
Samuels,1,2
M.,1,1
Waugh,2,2
Gillespie,1,1
Hapoel,3,3
Tel,6,4
Aviv,6,4
Betar,3,3
Jerusalem,6,4
Wallaby,3,3
jersey,8,0
Saturday,5,0
London,5,5
Saracens,3,3
up,1,0
Francois,0,1
Pienaar,1,2
Michael,1,1
Lynagh,0,2
Philippe,0,1
Sella,0,2
Havel,1,1
Reuters,3,3
Partizan,3,3
Belgrade,6,4
Yugoslavia,5,5
CHICAGO,5,3
Singapore,5,5
American,1,7
then-U.S.,3,7
Mickey,1,1
Kantor,2,2
where,5,0
WTO,0,3
Guenther,1,1
Huber,2,2
Antonio,1,1
Tartaglia,2,2
Italy,5,5
Americans,3,7
Timah,1,3
London,5,5
GMT,7,7
Picabo,1,1
Street,2,2
U.S.,5,5
premier,7,0
league,4,0
Saturday,5,0
West,5,5
Indies,6,6
Melbourne,5,5
Cricket,4,6
Ground,5,6
captain,1,0
Courtney,2,1
Walsh,0,2
Extras,7,0
lb-8,7,0
nb-2,8,0
w-14,8,0
SAN,5,3
DIEGO,6,4
USA,5,3
I,0,4
Jim,1,1
Herberich,2,2
breakman,1,0
Garrett,2,1
Hines,0,2
Real,3,3
Betis,4,4
7.,7,0
Warwara,2,1
Zelenskaja,2,2
Russia,5,5
Real,3,3
of,3,0
Barcelona,0,3
Supple,0,1
Singapore,5,5
to,5,0
AMERICAN,3,7
FOOTBALL,8,0
CONFERENCE,3,0
NY,5,3
ISLANDERS,4,4
Aung,1,1
San,2,2
Suu,2,2
Kyi,2,2
military,3,0
government,4,0
Saturday,5,0
Spanish,7,7
FRIDAY,7,0
DECEMBER,7,0
SOCCER,7,0
LEEDS,5,3
BOWYER,1,1
PART,7,0
FAST-FOOD,7,0
FRACAS,8,0
Anita,1,1
Wachter,2,2
Austria,5,5
Japan,5,5
1,1,0
3,4,0
ROME,5,5
1996-12-06,8,0
Laurent,1,1
Blanc,2,2
East,5,3
Stirling,6,4
X-DENVER,5,7
JERUSALEM,5,5
1996-12-06,8,0
Partizan,3,3
Belgrade,6,4
Yugoslavia,5,5
Kinder,3,3
Bologna,6,4
Italy,5,5
Stoke,5,3
UTAH,5,3
Scoreboard,7,0
World,5,7
Series,6,8
Dunfermline,5,3
Colin,1,1
Cameron,2,2
Hearts,3,3
Robert,1,1
SIALKOT,5,5
Pakistan,5,5
Grove,1,1
Betcher,1,1
National,3,3
Weather,4,4
Service,4,4
U.S.,5,5
futures,1,0
Florence,5,1
Masnada,2,2
France,5,5
INDIANAPOLIS,5,5
1996-12-06,8,0
Real,3,3
Betis,4,4
Electronic,7,3
Data,8,4
bags,8,0
flight,8,0
data,8,0
contract,8,0
Australia,5,5
Albright,1,1
NATO,3,3
CRICKET,7,0
SHEFFIELD,5,7
SHIELD,8,8
SCORE,8,0
here,5,0
my,1,0
to,5,0
Calcutta,0,5
Africa,5,5
"""",1,0
Diouf,0,1
Maize,7,0
Dent,7,0
Soybeans,7,0
Fernando,1,1
Redondo,2,2
Giovanni,1,1
Rashid,1,1
expelled,5,0
Greece,0,5
UK,5,5
bookmakers,4,0
William,1,1
Hill,2,2
Conservative,3,7
Group,3,0
Profile,7,0
winner,1,0
Saturday,5,0
women,7,0
World,7,7
Cup,8,8
downhill,8,0
race,8,0
Tampa,5,3
Bay,6,4
LOS,5,3
ANGELES,6,4
Austria,5,5
team,3,0
Rapid,3,3
Vienna,6,4
pub,7,0
he,1,0
Treasuries,0,7
Canada,5,5
and,6,0
British,3,7
Espanyol,3,3
government,3,0
Portugal,5,5
European,7,7
Ukraine,5,5
than,5,0
Germany,0,5
Marianne,1,1
Timmer,2,2
Netherlands,5,5
Milan,5,3
Des,0,1
Terblanche,1,2
Australia,5,5
overhauled,3,0
West,6,5
Indies,0,6
SOCCER,7,0
ASIAN,7,7
CUP,8,8
RESULTS,8,0
said,1,0
Bernd,2,1
Zobel,0,2
the,5,0
Canadian,0,7
Bastia,5,3
Nice,0,3
trader,1,0
company,3,0
switch,7,0
September,5,0
VANCOUVER,5,3
SAN,5,5
ANTONIO,6,6
Renate,1,1
Goetschl,2,2
he,1,0
Casey,1,1
Fitzrandolph,2,2
US,5,5
),6,0
4-2,7,0
50-1,8,0
4-2,8,0
80-1,8,0
Andrei,1,1
Ivanov,2,2
Russia,5,5
24.88,7,0
France,5,5
Italy,5,5
Newcastle,5,3
USG,3,0
China,5,5
GeePee,3,0
the,7,0
source,2,0
Moscow,5,3
Newsroom,4,4
+7095,7,0
941,8,0
8520,8,0
Alexis,1,1
Blanc,2,2
France,5,5
SANTIAGO,5,1
1996-12-05,8,0
Lahd,5,1
February,5,0
Lebanese,3,7
Jewish,7,7
state,6,0
Kristian,1,1
Brenden,2,2
Norway,5,5
Mediterranean,5,0
oil,8,0
products,8,0
Friday,5,0
Elf,3,3
refinery,8,0
workers,1,0
Phil,1,1
Gray,2,2
EPA,3,3
GDP,7,0
Caerphilly,5,3
Cardiff,5,3
World,7,7
Cup,8,8
BRUSSELS,5,5
1996-12-06,8,0
Mansfield,5,3
singles,7,0
Hungarian,5,7
Friday,5,0
December,5,0
Scunthorpe,5,3
Sevilla,5,3
Spain,5,5
Wall,5,5
St,6,6
Santa,1,5
Fe,6,6
savior,7,0
NFL,3,3
AMERICAN,8,0
FOOTBALL-THURSDAY,3,0
DOT,3,3
Reuters,3,3
Cardiff,5,3
Gillingham,5,3
Washington,5,5
clashes,7,0
September,7,0
Palestinians,1,7
Israelis,1,7
GMT,0,7
Communications,3,3
and,4,4
Transportation,4,4
Ministry,4,4
Hilde,1,1
Gerg,2,2
Germany,5,5
OAKLAND,5,5
N.J.,5,5
Shimazaki,1,1
Kyoko,2,2
Japan,5,5
Roger,1,1
Atwood,2,2
Santiago,5,5
newsroom,8,0
+56-2-699-5595,8,0
x211,8,0
Spela,1,1
Bracun,2,2
Slovenia,5,5
Brian,1,1
Shimer,2,2
USA,5,3
III,0,4
World,7,7
Cup,8,8
Saturday,5,0
Heidi,1,1
Zurbriggen,2,2
Switzerland,5,5
ATLANTA,5,3
AT,6,0
NEW,6,5
ORLEANS,6,6
Division,7,0
Three,6,0
General,1,0
Antoine,2,1
Lahd,2,2
South,5,3
Lebanon,6,4
Army,3,4
SLA,3,3
with,5,0
Israel,0,5
which,5,0
Lebanon,0,5
Division,7,0
APPLETON,5,5
Wis,5,5
Halftime,7,0
Andy,1,1
Capicik,2,2
Canada,5,5
Hermawan,1,1
Susanto,2,2
Indonesia,5,5
Soren,1,1
B.,0,2
Nielsen,1,2
Denmark,5,5
Oleg,1,1
Shatskiku,2,2
injury,7,0
JCPenney,3,7
Classic,8,8
Innisbrook,5,5
Hilton,4,6
Resort,5,6
Sevilla,5,3
Wallaby,1,3
Nick,1,1
Farr-Jones,2,2
Campese,1,1
England,5,5
criminals,7,0
