token,pred,true
Canada,5,5
Chinese,7,7
dissidents,2,0
Hong,5,5
Kong,6,6
British,7,7
colony,6,0
China,5,5
Vancouver,3,3
Sun,0,4
European,7,7
Marseille,5,3
French,7,7
Auxerre,5,3
Norway,5,5
",",1,0
Stephen,2,1
McAllister,0,2
",",1,0
Neal,2,1
Briggs,0,2
National,3,3
Bank,4,4
taka,7,0
Eastern,5,3
Cables,4,4
Apex,3,3
Tannery,4,4
1996-08-22,7,0
CRICKET,7,0
ENGLAND,5,5
PAKISTAN,5,5
French,5,7
May,7,0
31,6,0
1997,5,0
Wimbledon,5,3
Johansson,1,1
President,1,0
Ernesto,2,1
Samper,0,2
government,3,0
Wednesday,5,0
Colombia,5,5
Jordan,5,5
Iraqi,7,7
Mother,1,1
Teresa,2,2
Agnes,1,1
Goinxha,2,2
Bejaxhiu,2,2
Albanian,7,7
Skopje,5,5
Serbia,5,5
on,7,0
Sun,3,3
Co,4,4
team,3,0
Pakistan,5,5
Bonnet,1,1
who,1,0
Kwazulu-Natal,5,5
provincial,6,0
from,1,0
Englishman,2,7
Gavin,2,1
Featherstone,2,2
took,5,0
South,6,5
Africa,0,6
in,7,0
the,8,0
Olympic,0,7
Games,5,8
Atlanta,0,5
Cheung,1,1
George,1,1
Duffield,2,2
Eveningperformance,7,1
by,1,0
Henry,2,1
Candy,0,2
by,1,0
Chris,2,1
Rutter,0,2
John,1,1
Cook,2,2
Bancomext,3,3
Mexico,5,5
peso,8,0
Jackie,1,1
Frank,2,2
Israeli,5,7
Islamic,7,7
Hamas,3,3
Sheikh,1,0
Ahmed,2,1
Yassin,2,2
Thursday,5,0
Gabriela,1,1
Sabatini,2,2
Argentina,5,5
Asa,1,1
Carlsson,2,2
Sweden,5,5
hospitals,5,0
senior,1,0
doctors,2,0
army,7,0
the,7,0
Red,8,3
Cross,0,4
Hanson,1,1
Fortuna,3,3
Duesseldorf,6,4
1860,0,3
Munich,5,4
CLEVELAND,5,3
DETROIT,5,5
premium,7,0
one,1,0
Parisians,5,7
Brazil,0,5
's,1,0
Leonardo,0,1
and,5,0
Panama,0,5
's,1,0
Julio,2,1
Cesar,2,2
Dely,2,2
Valdes,0,2
their,7,0
Argentine,5,7
Iwan,1,1
Cesar,2,2
Gabrich,2,2
Dutch,5,7
Ajax,3,3
Amsterdam,6,4
Olivier,1,1
Panis,2,2
France,5,5
Ligier,3,3
Mario,1,1
Basler,2,2
Marco,1,1
Bode,2,2
Dieter,1,1
Eilts,2,2
Steffen,1,1
Freund,2,2
Thomas,1,1
Haessler,2,2
Andreas,1,1
Moeller,2,2
Mehmet,1,1
Scholl,2,2
Thomas,1,1
Strunz,2,2
Jens,1,1
Todt,2,2
Christian,1,1
Ziege,2,2
Martin,1,1
Ayres,2,2
BONN,5,5
1996-08-22,8,0
Zeng,1,1
Yaqiong,2,2
China,5,5
),6,0
Li,1,1
Feng,2,2
New,5,5
Zealand,6,6
Slovak,1,7
Slovak,1,7
to,5,0
Belgium,0,5
of,1,0
Dutroux,0,1
BEIJING,5,5
1996-08-24,8,0
Alejandro,1,1
Lanusse,2,2
Argentina,5,5
Widzew,3,3
Lodz,6,4
Ruch,3,3
Chorzow,6,4
"""",1,0
Saleh,0,1
Clinton,1,1
administration,4,0
different,7,0
dollar,8,0
"""",1,0
said,2,0
Chris,0,1
Widness,0,2
international,3,0
economist,4,0
at,4,0
Chase,0,3
Securities,0,4
Inc.,1,4
Rubin,5,1
U.S.,0,5
looked,7,0
Alex,1,1
Corretja,2,2
Spain,5,5
Byron,1,1
Black,2,2
Zimbabwe,5,5
persons,1,0
Germany,5,5
Jens,1,1
Fiedler,2,2
Michael,1,1
Hubner,2,2
Soren,1,1
Lausberg,2,2
Soviet,5,5
Union,6,6
Shabwa,5,5
oilfields,8,0
December,5,0
1991,6,0
International,3,7
Petroleum,8,8
Encyclopedia,3,8
Andrea,1,1
Giaconi,2,2
Italy,5,5
Cannes,5,3
Monaco,5,3
Henry,1,1
Earth,7,3
First,8,4
CURRENCIES,7,0
GMT,0,7
MADRID,5,5
1996-08-28,8,0
Singapore,5,5
Philadelphia,5,3
SAN,5,3
FRANCISCO,6,4
PITTSBURGH,5,3
"""",1,0
O'Neal,0,1
PRAGUE,5,5
1996-08-27,8,0
U.S.,5,3
State,6,4
Department,3,4
counter,7,0
terrorism,8,0
Philip,1,1
Wilcox,2,2
expressed,5,0
Washington,0,5
he,5,0
Colombo,0,5
Gerhard,1,1
Berger,2,2
Austria,5,5
Benetton,3,3
Afghan,5,7
government,4,0
Kabul-Salang,5,5
Supreme,3,3
Coordination,4,4
Council,4,4
alliance,4,4
Jumbish-i-Milli,3,3
warlord,1,0
General,2,0
Abdul,2,1
Rashid,0,2
Dostum,0,2
Business,7,0
info,8,0
USA,5,5
Gerhard,1,1
Berger,2,2
Austria,5,5
Saudi,5,7
riyal,8,0
dollar,7,0
riyal,7,0
the,5,0
Ian,1,1
Woosnam,2,2
Rogel,1,1
Nachum,2,2
Israel,5,5
Lahore,5,5
Conde,1,1
Witechek,1,1
the,5,0
a,7,0
new,8,0
tension,5,0
Interior,3,3
Ministry,4,4
Shabir,1,1
Ahmad,2,2
Muhammad,2,2
Jalil,2,2
Mecca,5,5
Colorado,5,5
Democratic,8,7
Clinton,1,1
Irish,5,7
Northern,5,5
Ireland,6,6
Ballybunion,5,3
VfB,3,3
Stuttgart,4,4
English,7,7
Draw,7,0
Justice,0,3
Stefaan,1,1
De,2,2
Clerck,2,2
SYDNEY,5,5
1996-08-23,8,0
Ann,1,1
Mercken,2,2
Belgium,5,5
Choudhury,1,1
July,5,0
the,3,0
Awami,4,3
League,0,4
of,3,0
Prime,2,0
Hasina,0,1
Rubens,1,1
Barrichello,2,2
Brazil,5,5
Jordan,3,3
Coetzee,1,1
England,5,5
J.,1,1
Crawley,2,2
G.,1,1
Thorpe,2,2
Waqar,1,1
Iliescu,1,1
Romanian,7,7
and,8,0
Hungarian,8,7
CINCINNATI,5,3
FLORIDA,5,5
race,7,0
Martin,1,1
Brundle,2,2
Britain,5,5
Jordan,3,3
William,1,1
Fox,2,2
Tuesday,5,0
",",3,0
PARIS,5,5
1996-08-24,8,0
EASTERN,7,7
DIVISION,8,8
Lewis,1,1
England,0,5
reach,3,0
European,5,7
bond,6,0
's,5,0
German-led,0,7
William,1,1
VanLandingham,2,2
Glenallen,1,1
Hill,2,2
San,3,3
Francisco,6,4
Giants,3,4
Philadelphia,0,3
Phillies,5,4
on,4,0
political,7,0
polls,8,0
South,5,7
Korean,6,8
pro-soccer,7,0
Bolton,1,3
5,5,0
7,7,0
KIEV,5,5
1996-08-26,8,0
WELLINGTON,5,5
1996-08-29,8,0
CHICAGO,5,3
South,5,7
African,6,8
Shaun,1,1
Pollock,2,2
Warwickshire,3,3
victory,3,0
Worcestershire,0,3
SOCCER,7,0
ARGENTINE,7,7
CHAMPIONSHIP,8,0
RESULTS,8,0
SYDNEY,5,5
Mother,1,1
Teresa,2,2
Calcutta,5,5
Hong,5,5
Kong,6,6
British,7,7
Chinese,7,7
immigrants,1,0
Europe,5,3
1,0,4
Assembly,3,3
Philippe,1,1
Seguin,2,2
Celsius,0,7
F,0,7
Moss,1,3
bomb,7,0
molotov,7,0
cocktail,8,0
Utomo,1,1
European,3,3
Union,4,4
German,7,7
France,5,5
ONIC,4,3
First,0,3
Alliance,3,4
CYCLING,7,0
FERRIGATO,1,1
SPRINTS,8,0
WORLD,7,7
CUP,4,8
WIN,7,0
Todd,1,1
Martin,2,2
U.S.,5,5
-,1,0
Cedric,2,1
Pioline,0,2
(,5,0
France,0,5
WASHINGTON,5,5
1996-08-26,8,0
Habsudova,1,1
20.19,7,0
inches,8,0
July,5,0
Jimmy,1,1
Thomson,2,2
Scotland,5,5
Raith,3,3
Rovers,4,4
Monday,7,0
tournament,7,0
Leicester,5,3
MILAN,5,5
1996-08-25,8,0
June,5,0
30,6,0
BUCHAREST,5,5
1996-08-28,8,0
Sri,5,7
Lankans,8,8
ball,7,0
tampering,8,0
Muttiah,1,1
Muralitharan,2,2
in,5,0
Australia,0,5
Juventus,3,3
Dutch,7,7
Ajax,3,3
Amsterdam,6,4
against,1,0
Alex,2,1
Ferguson,0,2
's,7,0
European,0,7
Reds,3,3
Morris,1,1
Armando,1,1
Reynoso,2,2
Georgia,5,5
Rep,2,7
FINANCIAL,7,3
POST,4,4
CINCINNATI,5,3
LONDON,5,5
1996-08-22,8,0
Justice,0,1
K.T.,0,2
Thomas,0,2
panel,1,0
of,2,0
three,2,0
rose,7,0
dollar,7,0
banks,3,0
dollar,7,0
won,7,0
Falkirk,5,3
Partick,5,3
he,1,0
Tommi,1,1
Makinen,2,2
Finland,5,5
Mitsubishi,3,7
Lancer,8,8
Iranian,7,7
leaders,1,0
Baghdad,5,5
Reserve,3,3
bank,0,4
of,0,4
India,5,4
C.,1,1
Rangarajan,2,2
Yorkshire,5,3
Lancashire,5,3
chupabolos,7,0
drunksucker,7,0
Matagalpa,5,5
Managua,0,5
El,7,3
Nuevo,0,4
Diario,3,4
singles,7,0
Johnny,1,1
Herbert,2,2
Britain,5,5
Sauber,3,3
AD-DIYAR,3,3
Brazil,5,5
Congress,3,3
2-mth,7,0
Helibor,2,7
Jews,7,7
Christians,7,7
Arafat,1,1
Liberia,5,5
Taylor,1,1
people,1,0
Ijaz,1,1
Ahmed,2,2
Stewart,1,1
Mullally,1,1
Jordan,5,5
Iraqi,5,7
Amman,5,5
SOCCER,7,0
SCOTTISH,7,7
LEAGUE,8,0
RESULTS,8,0
Tunisia,5,5
Barrick,3,3
Arequipa,5,3
teams,3,0
Cup,7,7
Winners,4,8
',0,8
Cup,7,8
runners-up,4,0
Rapid,4,3
Vienna,0,4
and,3,0
Fenerbahce,0,3
of,5,0
Turkey,0,5
BASEBALL,7,0
CUBS,3,3
BRAVES,3,3
SunGard,3,3
St,5,3
Kilda,6,4
Johnny,1,1
Herbert,2,2
Britain,5,5
Sauber,3,3
Securities,3,3
and,0,4
Exchange,3,4
Commission,4,4
Jane,1,1
Quigley,2,2
U.S.,5,5
Tutsis,7,7
Hutus,7,7
NEW,5,5
YORK,6,6
Dutch,7,7
northern,5,0
Costa,6,5
Rica,6,6
M.,0,1
Maynard,1,2
Wasim,1,1
Akram,2,2
La,5,3
Voie,6,4
Bedie,1,1
team,3,0
ASEC,4,3
Orlando,1,1
Pirates,4,2
South,5,5
Africa,6,6
African,7,7
Champions,8,8
Cup,0,8
Shr,7,0
H.K.,5,5
Poland,5,5
Cyprus,5,5
Sheffield,5,3
MOTOR,7,0
RACING,8,0
BELGIAN,7,7
GRAND,8,8
PRIX,8,8
SEATTLE,5,3
New,5,3
York,6,4
David,1,1
Rikl,2,2
Czech,7,5
Republic,6,6
Hicham,1,1
Arazi,2,2
Morocco,7,5
soybeans,7,0
Oct,5,0
15-30,6,0
Essex,5,3
Derbyshire,5,3
Hoddle,1,1
Darren,1,1
Anderton,2,2
Steve,1,1
Howey,2,2
Richard,1,1
Kosgei,2,2
Kenya,5,5
Thais,1,0
Australian,5,7
jail,6,0
SEOUL,5,5
1996-08-23,8,0
Indonesian,7,7
rupiah,8,0
Soviet,7,7
central,8,0
planning,8,0
Interfax,3,3
Lebed,1,1
on,5,0
PULPEX,3,3
bourse,8,0
OM,0,3
William,1,1
Tanui,2,2
Kenya,5,5
Thailand,5,5
Australian,7,7
Bangkok,5,5
drug,7,0
Sudan,5,3
Airways,4,4
Stansted,5,5
London,5,5
from,5,0
Cyprus,0,5
Reuters,3,3
metres,7,0
Republican,3,3
Party,4,4
abortions,7,0
illegal,8,0
when,5,0
Massachusetts,2,5
Smirnov,1,1
Olympic,7,7
Committee,4,8
government,3,0
country,5,0
crime,5,0
post-Soviet,0,7
Russia,0,5
W,7,0
L,8,0
PCT,8,0
GB,5,0
CRP,3,3
northeastern,5,0
Tafawa,2,3
Balewa,2,4
University,3,4
NEW,5,3
YORK,6,4
SEATTLE,5,5
OFFICIAL,0,3
JOURNAL,0,4
OJ,0,3
Western,7,3
Reds,4,4
HELSINKI,5,5
1996-08-29,8,0
maltch,7,0
Tuesday,5,0
Boeta,1,1
Wessels,2,2
Monica,1,1
Seles,2,2
U.S.,5,5
Laurence,1,1
Courtois,2,2
Belgium,5,5
Sept,7,0
Company,3,0
Companion,3,3
Marble,8,4
Holdings,3,3
Ltd,3,3
south,5,0
Sudan,6,5
Roman,7,7
Catholic,8,8
three,7,0
Australian,0,7
Silke,1,1
Renk,2,2
Germany,5,5
M.,0,1
Alleyne,1,2
Abu,1,1
Rdainah,2,2
Arafat,1,1
West,5,5
Bank,6,6
after,3,0
Israel,0,5
schedule,5,0
Gaza,0,5
Zurich,5,3
Sharif,1,1
Bhutto,1,1
corruption,7,0
nepotism,7,0
she,1,0
Giunluca,1,1
Gorini,2,2
Italy,5,5
Aki,1,3
Uralmash,3,3
Yekaterinburg,6,4
gas,7,0
oil,8,0
Sydney,5,3
City,6,4
Sparta,5,3
BALTIMORE,5,3
Oakland,5,3
Jacqueline,1,1
Martin,2,2
Spain,5,5
22,7,0
percent,8,0
China,5,5
human,7,0
rights,8,0
abuses,8,0
company,3,0
teams,3,0
Batterby,1,1
September,7,0
14,8,0
karbovanets,7,0
in,1,0
Soprun,0,1
Bedi,1,7
Bunder,2,8
"9,800",5,0
"8,800",6,0
Slight,0,1
State,5,0
CO,5,5
holy,7,0
war,8,0
Salang,5,5
Kabul,5,5
for,3,0
Republican,2,7
the,3,0
Republican,8,3
Party,0,4
doctors,1,0
Oxford,5,3
University,6,4
people,1,0
garlic,7,0
O.J.,1,1
Simpson,2,2
on,5,0
Thursday,6,0
murder,7,0
